import_type,topic_number,topic_name,question_number,position,statement,option_a,option_b,option_c,option_d,correct_option,source_name
TOPIC,1,Tema 1,71,71,Qué indica el artículo 4 de la Constitución española en referencia a las banderas de las Comunidades Autónomas:,Estas se utilizarán junto a la bandera de España en sus edificios oficiales y actos públicos.,Estas se utilizarán junto a la bandera de España en sus edificios públicos y actos oficiales.,Estas se utilizarán junto a la bandera de España en sus edificios y actos oficiales.,Estas se utilizarán junto a la bandera de España en cualquier edificio y acto público en que intervenga el Alcalde.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,72,72,"En el procedimiento general de reforma constitucional, en principio, el proyecto de reforma debe ser aprobado por:",El Congreso de los Diputados por mayoría de dos tercios.,El Congreso de los Diputados y el Senado por mayoría de tres quintos.,"Ambas Cámaras, por mayoría absoluta.",Una comisión paritaria.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,73,73,"Señala la respuesta correcta, de acuerdo con lo dispuesto en el artículo 9.3 Constitución Española:","La Constitución garantiza el principio de legalidad de las normas y su jerarquía, la irretroactividad de las disposiciones sancionadoras favorables o restrictivas de derechos individuales, la seguridad jurídica, la responsabilidad de la administración y la interdicción de la arbitrariedad de los poderes públicos.","La Constitución garantiza el principio de legalidad, la jerarquía normativa, la publicidad de las normas, la irretroactividad de las disposiciones sancionadoras no favorables o restrictivas de derechos individuales, la seguridad jurídica, la responsabilidad y la interdicción de la arbitrariedad de los poderes públicos.","La Constitución reconoce el principio de legalidad, la jerarquía normativa, la publicidad de las normas, la irretroactividad de las disposiciones sancionadoras favorables de derechos individuales o colectivos, la seguridad jurídica, la responsabilidad de la administración y la interdicción de la arbitrariedad de los poderes públicos.","La Constitución reconoce el principio de legalidad, la jerarquía normativa, la publicidad de las normas, la irretroactividad de las disposiciones sancionadoras no favorables o restrictivas de derechos individuales, la seguridad jurídica, la responsabilidad y la interdicción de la arbitrariedad de los poderes públicos.",B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,74,74,Qué artículos de la Constitución forman parte del capítulo II y Sección I del Título I denominada Derechos fundamentales y libertades públicas:,Los artículos del 14 al 29 ambos inclusive.,Los artículos del 15 al 29 ambos inclusive.,Los artículos del 14 al 30 ambos inclusive.,Los artículos del 15 al 30 ambos inclusive.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,75,75,"La Corona de España viene regulada en la Constitución de 1978 con al epígrafe, De la Corona:",En el Preámbulo.,En el Título Preliminar.,En el Título II.,En el Título III.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,76,76,"Según el artículo 9.2 de la Constitución Española de 1978, quién tiene la obligación de promover las condiciones para que la igualdad del individuo y de los grupos en que se integra sean reales y efectivas:",Las Administraciones Públicas.,Los poderes públicos.,Las empresas con domicilio fiscal en España.,Todas las respuestas son correctas.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,77,77,En el art.2 de nuestra Constitución establece que la Nación española es patria común e indivisible de todos los españoles y reconoce y garantiza:,El derecho de autonomía de los pueblos que la integran.,La solidaridad entre todos los pueblos que la integran.,Las dos primeras respuestas son correctas.,"El citado artículo establece que la soberanía nacional reside en el pueblo español, del que emanan los poderes del Estado.",C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,78,78,La Constitución garantiza:,La retroactividad de las disposiciones sancionadoras no favorables o restrictivas de derechos.,La irretroactividad de las disposiciones sancionadoras no favorables o restrictivas de derechos.,La irretroactividad de las disposiciones sancionadoras favorables.,La irretroactividad de las disposiciones no restrictivas de derecho.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,79,79,La Constitución Española se compone de:,"X títulos, 3 Disposiciones Adicionales, 9 Disposiciones Transitorias,\t2 Disposiciones derogatorias y 1 Disposición Final.","Título Preliminar, X títulos, 4 Disposiciones Adicionales, 9 Disposiciones Transitorias, 2 Disposiciones Derogatorias y 1 Disposición Final.","Título Preliminar, X títulos, 4 Disposiciones Adicionales, 9 Disposiciones Transitorias, 1 Disposición Derogatoria y 1 Disposición Final.","Título Preliminar, IX títulos, 4 Disposiciones Adicionales, 9 Disposiciones Transitorias, 1 Disposición Derogatoria.",C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,80,80,"De acuerdo con el Título Preliminar de la CE, la libertad, la justicia, igualdad y pluralismo político son:",Principios rectores de la política social y económica.,Principio general del ordenamiento jurídico.,Valores superiores del ordenamiento jurídico.,Derechos fundamentales.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,81,81,"Según el artículo 9 de la Constitución Española, del tenor literal, los ciudadanos y los poderes públicos respecto de la Constitución:",Están sujetos a la Constitución y al resto del Ordenamiento jurídico.,Están obligados por la Constitución y el resto del Ordenamiento Jurídico.,Están vinculados por la Constitución y al resto del Ordenamiento Jurídico.,Todas son correctas.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,82,82,"La norma preconstitucional que sirvió primordialmente para asentar un procedimiento sencillo de constitución en libertad de los partidos políticos, que mantenía que los españoles podrían crear libremente partidos políticos en el ejercicio de su derecho fundamental de asociación fue:","Ley 54/1978, de 4 de diciembre.","Ley 64/1978, de 4 de diciembre.","Ley 46/1978, de 4 de diciembre.","Falso, no hubo norma preconstitucional hasta regularse por la Ley Orgánica de Partidos Políticos.",A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,83,83,"En el artículo 1.1. de la Constitución Española de 1978 se propugna como valores superiores de su ordenamiento jurídico, entre otros:",El pluralismo político.,La Monarquía parlamentaria.,El castellano como lengua oficial.,Todas las respuestas anteriores son correctas.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,84,84,"La Constitución Española garantiza, en su artículo 9.3, los principios informadores del ordenamiento jurídico español, siendo estos:","Principios de legalidad, irretroactividad, seguridad jurídica, libertad religiosa, responsabilidad e interdicción de la arbitrariedad de los poderes públicos.","Principios de legalidad, irretroactividad, jerarquía normativa, libertad religiosa, responsabilidad e interdicción de los poderes públicos.","Principios de legalidad, irretroactividad, seguridad jurídica, libertad religiosa e interdicción de la arbitrariedad de los poderes públicos.","Principio de legalidad, jerarquía normativa, publicidad de las normas,  irretroactividad, seguridad jurídica, responsabilidad e interdicción de la  arbitrariedad de los poderes públicos.",D,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,85,85,El procedimiento excepcional de reforma está previsto en caso de intentarse sobre el siguiente Título de la Constitución:,Cualquiera.,Segundo.,Tercero.,Ninguno de los anteriores.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,86,86,"En qué se fundamenta la Constitución, según el artículo 2 de la misma:",En el pueblo español que la refrendó.,En la indisoluble unidad de la nación española.,En el poder soberano de las Cortes Generales.,En el estado democrático y de derecho.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,87,87,"El Título X de nuestra Constitución, con el epígrafe, De la reforma de la Constitución, regula la forma y/o los procedimientos para su reforma, en los artículos:",Del 159 al 165.,Del 159 al 164.,Del 165 al 169.,Del 166 al 169.,D,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,88,88,"La Constitución, tiene valor normativo directo:","No, puesto que ha de desarrollarse reglamentariamente.","No, ya que existen las leyes de desarrollos.",Si.,"Si, pero solamente en su parte orgánica.",C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,89,89,"Según la Constitución Española, es misión de la Nación Española: colaborar en el fortalecimiento de unas relaciones pacíficas y de eficaz cooperación entre todos los pueblos de la Tierra:",En su art. 14.,En su título VI.,En su Preámbulo.,Esa frase no figura en la Constitución Española.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,90,90,De acuerdo con lo establecido en la Constitución Española:,Los Estatutos de Autonomía podrán reconocer banderas y enseñas propias de las Comunidades Autónomas.,Un Decreto-ley regulará las bases de las organización militar.,La Constitución se fundamenta en la disoluble unidad de la Nación española.,La soberanía nacional reside en las Cortes Generales.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,91,91,Una de las siguientes afirmaciones relativa a los sindicatos y asociaciones empresariales no es correcta:,El ejercicio de su actividad será libre dentro del respeto a la Constitución y a la Ley.,Su estructura interna deberá ser jerárquica.,Su creación será libre dentro del respecto a la Constitución y a la Ley.,Su creación será libre dentro del respecto a la Constitución y a la Ley.,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,92,92,El artículo 9.3 de la Constitución garantiza la irretroactividad de las disposiciones:,Sancionadoras no favorables.,No sancionadoras favorables.,Sancionadoras favorables.,No sancionadoras no favorables.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,93,93,Los Derechos y Deberes Fundamentales en nuestra Constitución se encuentran regulados:,En el Título II repartidos en 5 Capítulos y en 2 Secciones.,En el Título I repartidos en 5 Capítulos y en 1 Sección.,En el Título I repartidos en 5 Capítulos y en 2 Secciones.,En el Título II repartidos en 4 Capítulos y en 2 Secciones.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,94,94,"Según la Constitución Española, la riqueza de las distintas modalidades lingüísticas de España:",Es un patrimonio histórico que deberá ser desarrollado exclusivamente por las Comunidades Autónomas afectadas.,Es un patrimonio cultural cuya gestión corresponderá al Estado.,Es un patrimonio cultural que será objeto de especial respeto y protección.,Es un patrimonio histórico que precisa de la coordinación entre las administraciones públicas.,C,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,95,95,La Constitución española se estructura en:,"Preámbulo, Título Preliminar, Diez Títulos, Cuatro Disposiciones Adicionales, Diez Disposiciones Transitorias, Cuatro Disposiciones Derogatorias, Una Disposición Final.","Preámbulo, Título Preliminar, Diez Títulos, Cuatro Disposiciones Adicionales, Nueve Disposiciones Transitorias, Una Disposición Derogatoria, Una Disposición Final.","Preámbulo, Título Preliminar, Diez Títulos, Tres Disposiciones Adicionales, Nueve Disposiciones Transitorias, Cuatro Disposiciones Derogatorias, Una Disposición Final.","Preámbulo, Título Preliminar, Diez Títulos, Cuatro Disposiciones Adicionales, Diez Disposiciones Transitorias, Tres Disposiciones Derogatorias, Una Disposición Final.",B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,96,96,La reforma constitucional no podrá iniciarse cuando:,Sea tiempo de vigencia del estado de excepción.,Esté en trámite la moción de censura.,La Diputación Permanente haya asumido las funciones del Congreso.,Ninguna es correcta.,A,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,97,97,Los principios generales del texto constitucional:,No tienen fuerza jurídica ni vigencia normativa.,Se contienen en el Preámbulo.,Anteceden al Título Preliminar.,Se contienen en el Título Preliminar.,D,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,98,98,"La Constitución Española fue ratificada en Referéndum por el pueblo español, en fecha:",1978-10-31 .,1978-12-06 .,1978-12-27 .,1978-12-29 .,B,Preguntas de Examenes Agente - Tema 1
TOPIC,1,Tema 1,99,99,La Constitución Española de 1978 se fundamenta en:,"La indisoluble unidad de la Nación española, patria común e indivisible de todos los españoles.","La indisoluble unidad del territorio español, patria común e indivisible de todos los españoles.","La indisoluble unidad de la Nación española, patria indivisible de todos los españoles.",Ninguna es correcta.,A,Preguntas de Examenes Agente - Tema 1
